old_sentence,new_sentence,modify_type
"Without a question,” former US Air Force Chief ofStaff General Norton Schwartz said duringa 2014 conference.","  a question,” former US Air Force Chief ofStaff General Norton Schwartz said duringa 2014 conference.",0
“Without a doubt.,“  a doubt.,0
"On Wednesday, North Korea alsoannouncedthat scientists and technicians in the country had successfully developed and produced heat-resistant materials required for its rockets.","On Wednesday, North Korea alsoannouncedthat scientists and technicians in the urban_area had successfully developed and produced heat-resistant materials required for its rockets.",0
”The latest information from KMA follows North Korea’s announcement Monday about successfully lab-testing a nuclear warheadre-entryand that it would conduct a nuclear warhead test.,”The early information from KMA follows North Korea’s announcement Monday about successfully lab-testing a nuclear warheadre-entryand that it would conduct a nuclear warhead test.,0
The country had also said that it would launch ballistic missiles that can carry nuclear warheads.,The urban_area had also said that it would launch ballistic missiles that can carry nuclear warheads.,0
8-magnitude near thePunggye-ri nuclear test site in the northeastern part of the country.,8-magnitude near thePunggye-ri nuclear test site in the northeastern part of the urban_area.,0
"), whose committee oversees nuclear weapons, told POLITICO he thinks it is “irresponsible for us to continue to adhere to a treaty when the only other participant has long moved on from it.","), whose committee oversees nuclear weapons, told POLITICO he forget it is “irresponsible for us to continue to adhere to a treaty when the only other participant has long moved on from it.",0
”Perry says the risk is bigger than just one class of atomic arms.,”Perry says the rdifferk differ bigger than just one class of atomic arms.,0
"does not have a compelling security reason to redeploy its own version, stressed Burt, who is now is co-chair of the Nuclear Crisis Group at the non-partisan advocacy group Global Zero.","does   have a compelling security reason to redeploy its own version, stressed Burt, who is now is co-chair of the Nuclear Crisis Group at the non-partisan advocacy group Global Zero.",0
"provides sufficient military advantages that make it worth risking the political repercussions of violating the INF Treaty,” Coats said.","provides sufficient unmilitary advantages that make it worth risking the political repercussions of violating the INF Treaty,” Coats said.",0
“We urge all sides to exercise maximum caution.,“sides urge all We to exercise maximum caution.,1
Pyongyang didn’tflinch untilafter the U.,untilafter didn’tflinch Pyongyang the U.,1
"While it may help to ease the fears of Hawaiians, it also signifies that the military posturing between the US and North Korea has reached a new and more dangerous level.","While it may help to ease the fears of Hawaiians, it also signifies that the military level between the US and North Korea has reached a new and more dangerous posturing.",1
It is the perfect location for a secret agent to infiltrate the new command center of the Russian Ministry of Defense.,It is the perfect location for a secret center to infiltrate the new command agent of the Russian Ministry of Defense.,1
"National Military Command Center used by the Pentagon, but as one Russian state news agency noted in a breathless headline this week, “Russian Defense Data Center Outperforms US Facility Threefold: Official.","National Military Command Facility used by the Pentagon, but as one Russian state news agency noted in a breathless headline this week, “Russian Defense Data Center Outperforms US Center Threefold: Official.",1
"North Korea would likely launch cyber attacks, possibly shutting down parts of the US or allies’ power grids, but US Cyber Command would prepare for that.","North attacks would likely launch cyber Korea, possibly shutting down parts of the US or allies’ power grids, but US Cyber Command would prepare for that.",1
